Customer Email,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Purchase_Year,Purchase_Month,Purchase_Day
2569,26,0,23,2021-04-01,0,13,4944,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,1
3326,46,1,20,2020-05-19,2,1,5493,2,0,2,2,2023-05-31 23:25:26,2023-06-01 17:14:42,3.0,2020,5,19
2197,43,0,17,2020-06-11,1,15,1915,0,119,1,2,2023-06-01 17:47:28,2023-06-01 17:50:28,3.0,2020,6,11
3365,55,1,39,2020-11-24,3,4,4697,0,680,3,2,2023-06-01 13:56:29,2023-06-01 11:18:29,1.0,2020,11,24
4063,47,1,34,2020-11-04,0,15,5420,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,4
6489,48,0,28,2021-07-27,0,5,4577,2,0,0,1,2023-06-01 00:51:31,2023-06-01 17:14:42,3.0,2021,7,27
6127,38,1,9,2021-03-12,3,0,1676,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,12
1113,62,2,31,2020-02-04,4,4,6297,0,2751,2,0,2023-06-01 21:50:34,2023-06-01 20:10:34,1.0,2020,2,4
5228,39,1,37,2020-01-16,4,15,3695,2,0,2,2,2023-05-31 23:41:36,2023-06-01 17:14:42,3.0,2020,1,16
3682,49,2,21,2020-04-06,2,1,1476,2,0,2,3,2023-06-01 12:37:38,2023-06-01 17:14:42,3.0,2020,4,6
529,34,0,15,2021-04-15,4,8,2632,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,15
4764,62,1,3,2021-12-24,0,7,1789,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,24
88,28,1,4,2020-03-03,2,5,188,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,3
6174,59,0,37,2021-09-13,0,10,6414,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,9,13
7752,18,0,35,2021-01-03,4,4,45,2,0,1,0,2023-06-01 14:13:43,2023-06-01 17:14:42,3.0,2021,1,3
5198,20,2,30,2020-12-02,0,1,2502,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,2
8249,44,1,32,2021-02-12,0,1,3686,2,0,0,1,2023-06-01 03:11:47,2023-06-01 17:14:42,3.0,2021,2,12
7327,65,0,9,2021-09-23,4,14,2649,0,565,0,3,2023-06-01 09:57:49,2023-06-01 11:02:49,2.0,2021,9,23
3849,70,0,39,2021-03-21,0,7,5527,0,1329,3,3,2023-06-01 13:53:51,2023-06-01 05:45:51,5.0,2021,3,21
7780,34,2,11,2021-03-27,0,7,4179,2,0,0,0,2023-06-01 09:13:53,2023-06-01 17:14:42,3.0,2021,3,27
8148,64,2,36,2021-02-05,1,0,248,2,0,0,2,2023-05-31 23:24:53,2023-06-01 17:14:42,3.0,2021,2,5
3418,67,0,23,2020-05-27,3,12,3668,2,0,2,0,2023-05-31 22:57:55,2023-06-01 17:14:42,3.0,2020,5,27
2083,59,1,16,2020-11-16,3,8,4454,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,16
379,35,0,33,2020-03-29,4,12,1905,0,2598,1,0,2023-06-01 12:23:57,2023-05-31 21:54:57,4.0,2020,3,29
7604,53,0,3,2021-01-04,0,12,3549,0,2756,1,2,2023-05-31 22:49:59,2023-06-01 16:11:59,4.0,2021,1,4
3891,56,1,19,2020-03-08,1,12,8064,2,0,2,2,2023-06-01 04:59:00,2023-06-01 17:14:42,3.0,2020,3,8
6300,32,1,38,2020-07-21,0,12,4788,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,21
6917,66,1,27,2021-02-20,4,6,5365,0,1386,0,3,2023-06-01 08:10:04,2023-06-01 10:40:04,2.0,2021,2,20
826,65,1,11,2020-06-29,3,5,5145,2,0,2,0,2023-06-01 16:17:06,2023-06-01 17:14:42,3.0,2020,6,29
1897,55,1,13,2020-10-31,4,0,1374,2,0,1,2,2023-06-01 00:58:07,2023-06-01 17:14:42,3.0,2020,10,31
6706,40,1,19,2021-03-21,4,5,1748,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,21
302,67,2,7,2021-02-01,3,6,5373,2,0,1,0,2023-06-01 13:13:09,2023-06-01 17:14:42,3.0,2021,2,1
3580,65,0,11,2020-03-29,1,11,5940,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,3,29
7907,18,0,9,2020-12-04,0,10,5456,2,0,0,1,2023-06-01 05:47:13,2023-06-01 17:14:42,3.0,2020,12,4
6374,40,1,41,2021-01-07,3,14,7162,0,816,0,2,2023-06-01 08:21:14,2023-06-01 00:43:14,3.0,2021,1,7
4609,31,1,39,2021-09-16,2,10,3192,0,2169,1,3,2023-06-01 00:51:16,2023-06-01 08:38:16,4.0,2021,9,16
1883,69,0,21,2021-01-21,3,11,4614,2,0,0,1,2023-06-01 16:22:18,2023-06-01 17:14:42,3.0,2021,1,21
3722,48,1,28,2020-02-22,1,15,3281,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,22
3087,66,1,32,2021-07-25,4,4,5567,0,2621,2,3,2023-06-01 12:44:21,2023-06-01 09:42:21,5.0,2021,7,25
7350,55,1,41,2021-10-26,0,11,3983,0,2752,2,3,2023-06-01 08:10:23,2023-06-01 21:49:23,2.0,2021,10,26
1555,30,1,12,2021-05-29,4,4,4600,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,29
5485,43,2,22,2020-05-21,4,4,6330,2,0,0,0,2023-06-01 06:35:25,2023-06-01 17:14:42,3.0,2020,5,21
6014,66,0,25,2020-01-15,1,7,1528,2,0,3,2,2023-06-01 06:07:27,2023-06-01 17:14:42,3.0,2020,1,15
2166,55,1,41,2020-04-07,0,13,2674,2,0,3,2,2023-06-01 04:19:28,2023-06-01 17:14:42,3.0,2020,4,7
4872,59,1,16,2020-02-09,4,0,5631,2,0,3,0,2023-06-01 05:41:30,2023-06-01 17:14:42,3.0,2020,2,9
1332,37,2,27,2020-01-22,0,6,6531,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,1,22
6817,44,1,5,2021-04-22,3,15,1517,2,0,0,3,2023-06-01 09:57:34,2023-06-01 17:14:42,3.0,2021,4,22
1126,35,1,38,2021-09-20,3,11,6057,0,677,1,0,2023-06-01 15:10:34,2023-06-01 14:34:34,3.0,2021,9,20
1321,19,0,34,2021-07-27,4,13,4454,0,1007,0,2,2023-06-01 03:15:34,2023-06-01 08:04:34,2.0,2021,7,27
6475,29,2,27,2020-12-05,4,9,3035,2,0,0,3,2023-06-01 14:54:36,2023-06-01 17:14:42,3.0,2020,12,5
2443,40,2,15,2020-03-20,1,8,6917,2,0,1,3,2023-06-01 03:30:37,2023-06-01 17:14:42,3.0,2020,3,20
1753,69,0,24,2021-11-13,4,2,104,2,0,1,3,2023-06-01 19:13:38,2023-06-01 17:14:42,3.0,2021,11,13
6044,51,0,18,2021-05-15,3,7,210,2,0,2,1,2023-06-01 11:01:38,2023-06-01 17:14:42,3.0,2021,5,15
8237,58,0,5,2020-11-22,3,8,2944,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,22
2262,58,0,17,2021-07-18,1,7,4441,2,0,1,0,2023-06-01 02:09:42,2023-06-01 17:14:42,3.0,2021,7,18
5716,24,0,31,2020-06-09,1,6,4552,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,9
7755,59,0,30,2021-02-05,2,2,751,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,2,5
4653,33,1,33,2021-08-14,0,1,1940,0,1954,2,3,2023-06-01 05:54:46,2023-06-01 11:26:46,5.0,2021,8,14
5766,56,2,2,2021-05-04,0,8,3941,2,0,1,3,2023-06-01 00:09:48,2023-06-01 17:14:42,3.0,2021,5,4
6323,42,0,8,2021-01-22,0,6,6072,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,22
4249,48,1,26,2021-12-11,2,6,1816,0,1672,3,0,2023-06-01 05:44:50,2023-06-01 00:08:50,2.0,2021,12,11
8172,52,1,16,2021-01-23,2,5,4198,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,23
7588,46,2,39,2021-06-28,3,2,6267,0,442,0,3,2023-06-01 16:39:52,2023-06-01 04:42:52,3.0,2021,6,28
6525,29,1,20,2020-04-27,1,11,3751,0,642,3,0,2023-06-01 20:18:54,2023-06-01 16:15:54,2.0,2020,4,27
2931,20,0,1,2020-10-03,4,13,2843,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,3
5430,37,1,17,2020-02-22,4,12,4451,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,2,22
8202,69,0,26,2020-08-21,1,14,4577,2,0,3,2,2023-06-01 08:03:56,2023-06-01 17:14:42,3.0,2020,8,21
1428,64,2,24,2021-05-10,3,6,4244,0,2620,1,3,2023-06-01 07:21:57,2023-06-01 16:09:57,3.0,2021,5,10
8025,63,1,40,2021-01-08,0,3,7168,0,2458,0,2,2023-06-01 14:06:58,2023-06-01 13:27:58,1.0,2021,1,8
6516,44,2,2,2021-07-15,3,9,6338,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,15
5338,43,1,20,2021-10-25,4,2,504,2,0,0,0,2023-06-01 11:24:00,2023-06-01 17:14:42,3.0,2021,10,25
1588,35,2,35,2020-04-05,4,6,4570,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,4,5
5586,53,1,37,2021-04-16,1,13,7081,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,16
3990,61,0,7,2021-05-01,3,8,4308,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,1
7242,63,0,6,2021-12-01,0,12,7087,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,12,1
7292,39,0,5,2020-02-26,0,14,1966,0,2220,3,0,2023-06-01 20:36:06,2023-06-01 14:25:06,4.0,2020,2,26
5625,21,2,3,2021-06-07,4,15,1985,0,1543,2,3,2023-06-01 00:42:08,2023-05-31 23:05:08,5.0,2021,6,7
3380,40,0,33,2021-06-24,0,12,1636,2,0,1,3,2023-06-01 06:29:09,2023-06-01 17:14:42,3.0,2021,6,24
267,33,1,7,2021-05-08,2,14,5199,0,988,0,0,2023-06-01 14:22:11,2023-06-01 16:09:11,2.0,2021,5,8
1474,52,1,23,2020-11-11,2,6,4233,2,0,2,3,2023-06-01 13:00:13,2023-06-01 17:14:42,3.0,2020,11,11
819,64,1,18,2021-08-12,1,15,982,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,12
4331,39,2,8,2021-01-06,4,9,6282,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,6
5132,35,0,27,2020-03-24,0,9,3645,2,0,2,2,2023-05-31 22:22:16,2023-06-01 17:14:42,3.0,2020,3,24
3648,24,0,2,2021-11-06,4,10,5198,2,0,3,3,2023-05-31 22:02:18,2023-06-01 17:14:42,3.0,2021,11,6
401,25,2,30,2021-10-23,4,2,6998,2,0,0,2,2023-06-01 09:38:19,2023-06-01 17:14:42,3.0,2021,10,23
4198,37,2,20,2020-07-06,2,13,4572,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,6
4403,54,2,14,2020-10-21,3,4,4254,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,21
8267,30,2,7,2020-03-21,3,13,735,2,0,0,1,2023-06-01 16:49:22,2023-06-01 17:14:42,3.0,2020,3,21
7584,58,2,34,2020-04-04,0,9,4586,2,0,2,0,2023-05-31 22:57:22,2023-06-01 17:14:42,3.0,2020,4,4
4576,26,1,19,2021-01-27,1,3,4347,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,27
6405,35,0,32,2021-12-09,0,11,7696,0,1474,1,1,2023-06-01 05:29:23,2023-06-01 09:47:23,2.0,2021,12,9
7734,65,1,34,2021-06-07,2,9,2207,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,7
7817,58,0,32,2020-09-03,2,2,1760,0,2024,0,2,2023-06-01 01:49:25,2023-06-01 00:15:25,3.0,2020,9,3
4481,29,0,11,2021-03-20,3,3,6647,1,0,3,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,20
7315,26,0,27,2021-04-02,0,7,5581,0,40,3,3,2023-06-01 11:27:26,2023-06-01 08:26:26,5.0,2021,4,2
8222,24,1,3,2020-09-12,1,2,3733,0,54,0,2,2023-06-01 04:14:28,2023-06-01 17:40:28,2.0,2020,9,12
2503,22,2,16,2020-06-26,2,8,5638,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,6,26
6622,68,0,8,2021-10-06,1,12,589,2,0,3,2,2023-06-01 02:55:32,2023-06-01 17:14:42,3.0,2021,10,6
3381,59,2,2,2020-10-07,1,12,7747,1,0,1,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,7
4651,30,2,8,2020-05-03,1,14,5524,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,5,3
7220,44,1,2,2020-01-22,2,10,4747,0,2315,3,2,2023-06-01 00:49:37,2023-06-01 01:53:37,1.0,2020,1,22
3592,28,0,7,2021-07-26,1,10,585,2,0,3,3,2023-06-01 10:19:38,2023-06-01 17:14:42,3.0,2021,7,26
844,53,0,2,2021-03-06,1,15,6800,0,141,3,0,2023-06-01 12:24:39,2023-06-01 21:20:39,5.0,2021,3,6
5738,33,0,27,2020-08-17,1,14,3555,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,17
2819,32,0,15,2021-07-05,3,10,3857,0,1036,2,3,2023-06-01 17:07:42,2023-06-01 20:10:42,2.0,2021,7,5
4125,21,0,20,2020-05-05,4,11,4577,2,0,0,3,2023-06-01 08:11:43,2023-06-01 17:14:42,3.0,2020,5,5
3738,19,2,13,2021-04-20,2,4,1453,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,20
6933,62,0,35,2020-07-17,4,15,2687,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,7,17
7998,53,1,31,2020-09-06,4,10,576,0,2087,1,3,2023-06-01 13:51:48,2023-06-01 04:49:48,2.0,2020,9,6
2000,46,0,6,2020-07-18,3,13,2133,0,2480,0,0,2023-06-01 07:18:48,2023-06-01 09:18:48,2.0,2020,7,18
1568,46,0,27,2020-06-26,4,1,1465,0,2595,3,1,2023-06-01 00:13:50,2023-06-01 01:29:50,1.0,2020,6,26
3895,18,1,1,2021-07-04,2,2,7852,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,4
3153,30,0,16,2021-01-15,1,9,4252,0,1587,1,1,2023-06-01 05:58:53,2023-06-01 05:41:53,2.0,2021,1,15
4493,33,2,13,2020-09-02,1,6,4576,2,0,0,0,2023-05-31 22:01:53,2023-06-01 17:14:42,3.0,2020,9,2
5487,52,1,35,2021-08-15,1,6,3905,1,0,1,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,15
451,18,1,3,2020-05-03,4,2,990,0,1277,2,0,2023-06-01 07:32:56,2023-05-31 23:53:56,4.0,2020,5,3
2123,28,0,30,2021-09-10,0,14,2866,2,0,3,1,2023-06-01 18:51:58,2023-06-01 17:14:42,3.0,2021,9,10
6005,29,0,28,2021-07-06,3,6,6661,1,0,0,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,6
3162,27,2,28,2021-08-09,1,15,5034,0,131,3,1,2023-06-01 12:49:01,2023-06-01 05:11:01,4.0,2021,8,9
2940,66,0,0,2020-10-12,0,13,331,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,12
5505,70,1,8,2021-11-24,3,1,3885,0,1597,0,3,2023-06-01 06:48:03,2023-05-31 23:56:03,3.0,2021,11,24
4309,47,2,8,2021-01-15,4,3,3548,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,15
5640,66,2,22,2020-03-11,2,1,1927,2,0,2,2,2023-06-01 06:35:07,2023-06-01 17:14:42,3.0,2020,3,11
5013,52,0,26,2020-01-27,3,6,4586,0,416,2,2,2023-06-01 00:41:07,2023-06-01 11:28:07,4.0,2020,1,27
2706,69,1,15,2020-07-14,2,0,6708,2,0,0,1,2023-06-01 04:58:08,2023-06-01 17:14:42,3.0,2020,7,14
5983,45,2,38,2020-11-22,3,4,597,1,0,2,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,22
4107,58,0,29,2021-08-09,4,11,7225,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,9
6461,45,0,16,2021-10-21,3,12,5707,0,2473,3,0,2023-06-01 04:28:12,2023-06-01 09:59:12,5.0,2021,10,21
716,55,2,3,2020-08-06,3,12,5018,1,0,2,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,6
111,49,1,9,2020-07-09,1,0,1260,2,0,3,2,2023-06-01 00:05:16,2023-06-01 17:14:42,3.0,2020,7,9
3318,21,1,13,2020-04-18,4,4,946,0,2362,3,3,2023-06-01 18:11:18,2023-06-01 19:56:18,2.0,2020,4,18
2592,41,2,31,2021-02-06,4,7,5491,0,752,3,2,2023-06-01 10:39:19,2023-05-31 23:46:19,2.0,2021,2,6
1291,63,0,40,2021-04-20,2,12,7974,2,0,1,1,2023-06-01 18:51:20,2023-06-01 17:14:42,3.0,2021,4,20
2687,36,0,17,2021-06-29,1,7,7389,1,0,1,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,29
2374,33,1,1,2020-10-16,4,11,2714,2,0,0,2,2023-06-01 19:18:22,2023-06-01 17:14:42,3.0,2020,10,16
1623,56,2,31,2021-06-16,4,0,2052,1,0,1,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,6,16
5673,45,1,41,2021-02-07,4,11,7309,0,830,0,3,2023-06-01 08:44:25,2023-06-01 16:42:25,3.0,2021,2,7
6054,33,1,34,2020-02-25,2,3,6672,0,1154,2,1,2023-06-01 15:40:26,2023-06-01 11:02:26,1.0,2020,2,25
7019,25,0,8,2020-11-05,0,2,6854,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,11,5
4564,20,0,2,2021-11-25,1,11,2641,2,0,0,1,2023-06-01 21:26:28,2023-06-01 17:14:42,3.0,2021,11,25
955,21,1,38,2021-01-20,1,2,4573,0,1285,2,0,2023-06-01 15:44:28,2023-06-01 21:15:28,5.0,2021,1,20
2844,48,2,11,2021-08-16,2,14,3840,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,8,16
4642,52,2,19,2021-05-16,4,8,6063,0,486,1,2,2023-06-01 05:24:31,2023-06-01 17:25:31,3.0,2021,5,16
1843,54,1,14,2021-04-12,4,9,4279,0,2055,1,3,2023-06-01 15:56:32,2023-06-01 07:13:32,5.0,2021,4,12
1370,63,0,32,2021-05-17,4,2,4421,1,0,2,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,5,17
2707,44,0,25,2021-03-19,3,12,4347,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,19
425,52,1,5,2021-10-13,4,1,708,2,0,3,1,2023-06-01 18:27:35,2023-06-01 17:14:42,3.0,2021,10,13
5157,28,0,20,2020-07-15,0,1,42,0,1156,0,1,2023-05-31 23:30:36,2023-06-01 17:25:36,3.0,2020,7,15
1419,70,2,14,2021-10-27,1,11,3627,0,2076,0,3,2023-06-01 07:33:38,2023-06-01 17:15:38,2.0,2021,10,27
1636,51,0,17,2021-12-19,1,0,3177,2,0,3,2,2023-06-01 01:32:39,2023-06-01 17:14:42,3.0,2021,12,19
2752,47,1,7,2020-12-14,3,7,6650,0,1519,1,1,2023-06-01 16:10:40,2023-06-01 10:42:40,2.0,2020,12,14
6537,52,1,28,2021-12-29,1,14,6974,0,2120,0,0,2023-06-01 19:19:42,2023-06-01 04:54:42,4.0,2021,12,29
3489,51,1,33,2020-07-11,0,12,5966,2,0,3,2,2023-05-31 23:23:44,2023-06-01 17:14:42,3.0,2020,7,11
6001,18,2,22,2020-01-06,0,11,1302,2,0,1,3,2023-06-01 02:07:45,2023-06-01 17:14:42,3.0,2020,1,6
3122,38,1,41,2021-10-14,4,2,7339,0,2507,1,0,2023-06-01 01:05:47,2023-06-01 20:42:47,2.0,2021,10,14
2608,25,0,36,2021-11-18,3,15,6485,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,11,18
1512,58,1,17,2021-01-03,0,1,7584,2,0,2,3,2023-06-01 07:13:49,2023-06-01 17:14:42,3.0,2021,1,3
1473,24,1,24,2020-08-21,0,12,2590,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,21
7113,42,1,31,2020-02-05,1,8,2046,0,1936,3,1,2023-06-01 06:19:52,2023-06-01 08:39:52,5.0,2020,2,5
508,50,2,6,2020-12-05,2,11,1937,0,2372,3,0,2023-06-01 12:47:54,2023-06-01 14:54:54,4.0,2020,12,5
3508,21,1,31,2021-03-14,2,6,3213,1,0,2,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,14
2333,48,1,17,2020-08-21,3,1,3280,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,8,21
5568,33,1,15,2021-09-25,1,9,355,0,2390,1,0,2023-06-01 15:03:58,2023-06-01 20:10:58,1.0,2021,9,25
3837,22,1,6,2020-02-02,0,10,4577,0,1215,3,3,2023-06-01 11:34:59,2023-06-01 07:18:59,3.0,2020,2,2
2408,51,2,39,2021-07-08,1,6,3316,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,7,8
4777,29,0,34,2021-03-08,0,10,2582,1,0,0,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,3,8
1582,29,2,2,2020-09-19,1,0,2837,2,0,2,0,2023-06-01 08:29:04,2023-06-01 17:14:42,3.0,2020,9,19
5580,62,1,20,2021-11-17,2,15,3754,2,0,2,0,2023-06-01 01:26:04,2023-06-01 17:14:42,3.0,2021,11,17
7202,24,1,34,2020-10-31,3,0,4454,0,888,3,1,2023-06-01 14:12:04,2023-05-31 23:26:04,2.0,2020,10,31
7976,39,2,2,2021-02-21,1,1,6452,0,2556,3,1,2023-05-31 22:20:05,2023-05-31 22:59:05,1.0,2021,2,21
4969,32,1,15,2021-11-04,3,1,3103,0,1748,3,3,2023-06-01 14:52:06,2023-06-01 21:08:06,5.0,2021,11,4
1098,24,2,16,2021-06-01,4,2,1597,0,2636,0,2,2023-06-01 10:52:08,2023-06-01 11:42:08,1.0,2021,6,1
6435,63,1,22,2020-02-21,2,7,4113,2,0,2,1,2023-06-01 04:34:10,2023-06-01 17:14:42,3.0,2020,2,21
6330,30,0,23,2021-08-12,2,14,8070,0,2091,2,2,2023-06-01 19:50:11,2023-06-01 20:11:11,1.0,2021,8,12
1716,28,1,15,2021-05-10,3,6,4287,2,0,2,1,2023-06-01 20:07:13,2023-06-01 17:14:42,3.0,2021,5,10
567,51,0,17,2020-12-17,1,13,118,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,17
3082,42,2,30,2020-07-19,3,3,4223,0,1081,3,1,2023-06-01 18:31:15,2023-05-31 22:18:15,4.0,2020,7,19
1161,42,1,22,2020-10-07,3,3,4616,1,0,3,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,10,7
7777,37,0,16,2020-05-03,2,10,1478,0,2425,2,1,2023-06-01 07:09:19,2023-06-01 13:10:19,5.0,2020,5,3
4848,62,1,38,2021-09-07,2,14,7646,0,1950,1,1,2023-06-01 01:57:20,2023-05-31 23:14:20,4.0,2021,9,7
5195,42,2,26,2020-04-28,0,13,4477,1,0,0,1,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,4,28
8122,37,2,37,2020-12-16,3,5,6463,0,1125,1,3,2023-06-01 08:19:21,2023-06-01 13:00:21,3.0,2020,12,16
5114,58,2,18,2021-01-19,2,7,3871,1,0,0,3,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,1,19
4180,49,0,17,2020-10-25,4,15,4797,0,1604,3,0,2023-06-01 15:49:25,2023-06-01 11:32:25,4.0,2020,10,25
6266,52,1,41,2021-07-17,1,6,1309,0,246,0,1,2023-06-01 17:25:27,2023-05-31 23:21:27,2.0,2021,7,17
3083,22,0,0,2020-12-08,0,3,3601,0,2247,1,0,2023-06-01 16:17:28,2023-06-01 17:28:28,4.0,2020,12,8
4658,33,0,29,2020-08-09,3,6,3464,2,0,3,0,2023-06-01 17:36:29,2023-06-01 17:14:42,3.0,2020,8,9
4145,40,2,9,2021-09-12,0,4,1028,2,0,3,1,2023-06-01 19:37:31,2023-06-01 17:14:42,3.0,2021,9,12
6935,19,2,7,2021-07-09,4,5,1165,0,586,1,2,2023-06-01 05:20:33,2023-06-01 17:47:33,4.0,2021,7,9
3674,60,2,41,2020-05-29,3,5,3278,2,0,1,2,2023-06-01 05:28:34,2023-06-01 17:14:42,3.0,2020,5,29
5666,20,0,2,2021-01-21,0,1,6632,2,0,0,2,2023-06-01 14:26:35,2023-06-01 17:14:42,3.0,2021,1,21
3018,26,0,4,2021-08-27,0,4,4370,2,0,1,0,2023-06-01 15:51:36,2023-06-01 17:14:42,3.0,2021,8,27
6884,43,0,26,2020-02-26,2,14,4565,0,48,0,0,2023-06-01 16:18:38,2023-06-01 12:07:38,1.0,2020,2,26
581,21,0,15,2020-12-26,4,4,7400,0,1745,2,2,2023-05-31 21:55:39,2023-06-01 08:31:39,2.0,2020,12,26
3821,49,2,34,2021-02-23,3,14,4305,2,0,2,0,2023-06-01 06:03:41,2023-06-01 17:14:42,3.0,2021,2,23
745,19,1,38,2020-12-23,3,4,1720,1,0,3,0,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2020,12,23
7476,41,0,41,2021-04-02,0,12,859,2,0,0,2,2023-06-01 06:14:44,2023-06-01 17:14:42,3.0,2021,4,2
6089,26,1,13,2020-04-18,2,0,6416,2,0,1,0,2023-06-01 05:46:45,2023-06-01 17:14:42,3.0,2020,4,18
2994,51,0,35,2021-04-13,0,1,5038,1,0,3,2,2023-06-01 01:21:19,2023-06-01 17:14:42,3.0,2021,4,13
5904,59,2,40,2021-12-14,0,5,7721,2,0,3,1,2023-06-01 03:47:48,2023-06-01 17:14:42,3.0,2021,12,14
5504,51,0,37,2021-06-01,1,2,6388,0,1348,3,3,2023-06-01 10:23:49,2023-06-01 08:51:49,3.0,2021,6,1
4281,67,2,17,2021-11-11,0,7,7572,0,399,2,2,2023-06-01 02:42:50,2023-05-31 22:34:50,1.0,2021,11,11
7983,69,1,4,2021-08-30,1,1,5422,0,2647,0,3,2023-06-01 08:45:51,2023-06-01 13:11:51,2.0,2021,8,30
